data,produto,cidade,quantidade,valor_unitario
29/01/2024,Mouse,São Paulo,3,48.82
25/06/2024,Monitor,Curitiba,2,879.29
13/02/2024,Headset,Rio de Janeiro,1,192.4
22/03/2024,Headset,Belo Horizonte,3,207.76
15/04/2024,Monitor,Belo Horizonte,2,901.96
02/03/2024,Monitor,Belo Horizonte,4,942.87
23/03/2024,Notebook,Rio de Janeiro,1,2877.54
16/03/2024,Notebook,São Paulo,6,3100.66
03/03/2024,Monitor,Belo Horizonte,10,873.53
20/01/2024,Mouse,Rio de Janeiro,4,48.56
20/06/2024,Mouse,Curitiba,1,48.44
27/01/2024,Teclado,Curitiba,4,153.92
11/05/2024,Headset,Belo Horizonte,3,196.24
26/04/2024,Monitor,Curitiba,7,864.51
03/02/2024,Mouse,São Paulo,7,52.38
07/06/2024,Teclado,Belo Horizonte,2,145.32
12/03/2024,Teclado,Belo Horizonte,3,156.77
27/05/2024,Monitor,São Paulo,6,933.86
29/01/2024,Mouse,Curitiba,3,48.44
08/01/2024,Teclado,Rio de Janeiro,4,147.78
31/01/2024,Headset,São Paulo,3,198.63
08/02/2024,Teclado,Rio de Janeiro,2,147.51
22/04/2024,Mouse,São Paulo,6,50.74
18/04/2024,Mouse,São Paulo,4,48.38
11/03/2024,Teclado,Rio de Janeiro,4,149.0
23/06/2024,Mouse,São Paulo,4,48.06
30/01/2024,Mouse,São Paulo,6,48.83
17/01/2024,Teclado,São Paulo,3,155.74
28/06/2024,Notebook,São Paulo,3,2880.39
26/06/2024,Mouse,São Paulo,3,51.43
29/03/2024,Monitor,Belo Horizonte,1,880.92
01/01/2024,Mouse,Rio de Janeiro,4,51.0
02/05/2024,Notebook,Curitiba,6,3056.38
13/02/2024,Teclado,São Paulo,3,145.31
26/04/2024,Mouse,São Paulo,3,49.87
26/03/2024,Mouse,Salvador,5,51.91
13/02/2024,Monitor,Curitiba,6,908.46
01/05/2024,Monitor,Rio de Janeiro,5,877.28
29/01/2024,Mouse,São Paulo,3,50.9
15/03/2024,Headset,Rio de Janeiro,3,193.35
07/02/2024,Notebook,São Paulo,3,3091.17
26/03/2024,Teclado,Belo Horizonte,3,157.35
06/03/2024,Monitor,São Paulo,3,896.29
31/03/2024,Teclado,São Paulo,6,150.27
18/06/2024,Headset,Salvador,6,201.91
29/01/2024,Mouse,Rio de Janeiro,4,50.7
07/02/2024,Headset,Curitiba,4,203.19
06/02/2024,Teclado,São Paulo,6,151.16
27/06/2024,Headset,São Paulo,5,204.89
19/02/2024,Headset,São Paulo,2,192.16
11/03/2024,Headset,Belo Horizonte,3,207.98
25/04/2024,Headset,Curitiba,2,193.5
22/06/2024,Teclado,São Paulo,9,151.34
11/03/2024,Teclado,São Paulo,1,150.3
28/03/2024,Headset,São Paulo,6,205.91
25/05/2024,Headset,Belo Horizonte,7,195.77
03/01/2024,Teclado,Belo Horizonte,4,149.49
08/02/2024,Teclado,São Paulo,4,150.87
11/02/2024,Teclado,São Paulo,6,154.5
04/01/2024,Teclado,São Paulo,2,154.88
01/02/2024,Mouse,São Paulo,2,49.65
18/06/2024,Headset,São Paulo,3,192.75
13/03/2024,Notebook,Rio de Janeiro,4,3137.56
23/05/2024,Mouse,São Paulo,4,48.85
20/02/2024,Teclado,Salvador,4,146.86
09/01/2024,Teclado,São Paulo,5,154.68
12/06/2024,Teclado,São Paulo,6,156.06
07/03/2024,Headset,Rio de Janeiro,3,193.47
21/04/2024,Monitor,São Paulo,4,907.04
23/06/2024,Notebook,São Paulo,6,2974.89
21/02/2024,Teclado,São Paulo,3,151.0
09/06/2024,Teclado,São Paulo,7,154.24
21/04/2024,Mouse,Rio de Janeiro,9,50.97
08/05/2024,Headset,Belo Horizonte,5,199.37
19/04/2024,Teclado,Salvador,5,149.42
23/05/2024,Mouse,Belo Horizonte,6,47.94
05/02/2024,Monitor,São Paulo,3,876.84
11/05/2024,Teclado,Rio de Janeiro,9,156.0
16/03/2024,Mouse,Curitiba,3,48.13
20/06/2024,Mouse,Curitiba,3,51.87
27/04/2024,Headset,São Paulo,6,195.4
15/06/2024,Mouse,Rio de Janeiro,6,51.61
24/05/2024,Teclado,São Paulo,4,143.41
29/05/2024,Monitor,Belo Horizonte,3,859.77
22/02/2024,Teclado,Rio de Janeiro,6,157.01
04/02/2024,Mouse,Belo Horizonte,6,51.76
18/03/2024,Monitor,Belo Horizonte,3,939.29
04/05/2024,Monitor,São Paulo,6,861.04
09/02/2024,Monitor,São Paulo,7,863.72
22/02/2024,Mouse,São Paulo,9,50.03
10/04/2024,Mouse,São Paulo,4,49.52
17/02/2024,Headset,Curitiba,1,200.93
05/06/2024,Monitor,Curitiba,6,910.54
20/04/2024,Mouse,São Paulo,6,48.21
17/06/2024,Mouse,Rio de Janeiro,5,51.0
21/02/2024,Teclado,São Paulo,4,152.51
30/05/2024,Teclado,Belo Horizonte,3,148.37
27/06/2024,Notebook,Rio de Janeiro,4,3094.05
07/02/2024,Mouse,Rio de Janeiro,2,50.32
03/01/2024,Monitor,São Paulo,4,913.54
17/06/2024,Monitor,São Paulo,1,936.64
05/02/2024,Teclado,Belo Horizonte,2,146.65
10/02/2024,Teclado,Curitiba,6,150.05
30/03/2024,Headset,Rio de Janeiro,3,200.26
14/02/2024,Monitor,São Paulo,1,919.73
27/03/2024,Teclado,Curitiba,1,144.6
17/06/2024,Teclado,São Paulo,5,156.24
14/06/2024,Teclado,Salvador,4,151.59
16/02/2024,Monitor,Salvador,5,924.79
14/05/2024,Mouse,Belo Horizonte,8,50.44
28/05/2024,Teclado,Rio de Janeiro,4,148.56
12/01/2024,Mouse,Belo Horizonte,2,48.66
19/06/2024,Mouse,Salvador,4,49.88
29/02/2024,Headset,Curitiba,4,204.65
01/03/2024,Mouse,Curitiba,3,51.14
08/04/2024,Notebook,Rio de Janeiro,8,2869.31
05/06/2024,Mouse,São Paulo,3,51.25
23/04/2024,Notebook,Rio de Janeiro,5,3102.2
14/02/2024,Teclado,Belo Horizonte,4,148.16
12/06/2024,Monitor,São Paulo,3,877.72
22/04/2024,Monitor,São Paulo,1,921.79
21/04/2024,Headset,Curitiba,12,193.85
29/05/2024,Mouse,Salvador,6,47.98
09/01/2024,Headset,Curitiba,6,197.19
14/04/2024,Monitor,Curitiba,3,885.66
23/06/2024,Notebook,Salvador,7,3042.67
07/05/2024,Mouse,São Paulo,5,51.64
08/05/2024,Teclado,Rio de Janeiro,3,150.88
05/02/2024,Headset,Rio de Janeiro,2,202.51
19/01/2024,Monitor,São Paulo,5,901.55
26/01/2024,Mouse,São Paulo,6,50.51
25/03/2024,Mouse,Curitiba,6,48.95
05/03/2024,Teclado,São Paulo,3,155.59
10/02/2024,Headset,São Paulo,10,201.51
12/05/2024,Headset,Rio de Janeiro,6,197.98
15/01/2024,Teclado,Curitiba,5,151.24
08/03/2024,Monitor,São Paulo,5,892.93
21/02/2024,Teclado,Belo Horizonte,3,144.59
20/05/2024,Headset,São Paulo,11,205.15
16/01/2024,Mouse,São Paulo,5,52.24
05/06/2024,Notebook,Belo Horizonte,4,2860.61
19/01/2024,Headset,Rio de Janeiro,1,202.25
21/01/2024,Headset,Rio de Janeiro,4,192.59
11/01/2024,Mouse,Rio de Janeiro,3,48.63
30/03/2024,Teclado,São Paulo,3,155.25
28/02/2024,Mouse,São Paulo,5,51.37
20/02/2024,Teclado,Curitiba,5,152.73
05/01/2024,Monitor,São Paulo,3,923.91
27/06/2024,Mouse,Belo Horizonte,4,50.25
30/01/2024,Teclado,Curitiba,7,157.24
04/04/2024,Teclado,São Paulo,3,156.27
01/03/2024,Mouse,Rio de Janeiro,3,48.64
17/05/2024,Monitor,Salvador,5,856.34
04/03/2024,Headset,São Paulo,6,192.53
16/02/2024,Mouse,São Paulo,3,50.51
03/03/2024,Headset,São Paulo,4,197.96
17/06/2024,Mouse,São Paulo,5,48.75
19/05/2024,Mouse,Belo Horizonte,6,51.57
26/02/2024,Teclado,São Paulo,5,148.0
21/05/2024,Mouse,Belo Horizonte,4,50.13
09/03/2024,Teclado,Rio de Janeiro,4,144.07
29/03/2024,Headset,Belo Horizonte,6,202.44
12/03/2024,Mouse,Salvador,1,51.71
13/05/2024,Mouse,Belo Horizonte,5,48.55
05/04/2024,Notebook,Belo Horizonte,4,2860.76
01/03/2024,Monitor,Rio de Janeiro,2,895.84
30/01/2024,Mouse,Curitiba,5,48.85
30/05/2024,Teclado,Curitiba,5,143.77
12/03/2024,Headset,São Paulo,4,190.38
07/04/2024,Teclado,São Paulo,1,145.59
17/02/2024,Monitor,Rio de Janeiro,6,914.44
09/01/2024,Teclado,São Paulo,6,142.89
04/06/2024,Notebook,São Paulo,2,3098.45
08/03/2024,Headset,Rio de Janeiro,6,205.15
28/03/2024,Notebook,Rio de Janeiro,3,3109.72
15/01/2024,Headset,Rio de Janeiro,3,209.05
22/06/2024,Mouse,Salvador,4,50.17
18/04/2024,Monitor,Rio de Janeiro,4,901.7
11/02/2024,Headset,Rio de Janeiro,9,209.85
01/03/2024,Mouse,São Paulo,6,51.5
11/03/2024,Mouse,São Paulo,3,50.21
27/03/2024,Monitor,São Paulo,4,879.68
09/03/2024,Monitor,Belo Horizonte,1,927.92
04/06/2024,Mouse,São Paulo,5,50.8
08/03/2024,Headset,Rio de Janeiro,3,190.35
03/01/2024,Teclado,Salvador,9,149.7
22/05/2024,Mouse,São Paulo,6,52.19
11/03/2024,Headset,Rio de Janeiro,5,209.07
22/04/2024,Mouse,Belo Horizonte,4,48.88
06/05/2024,Mouse,Rio de Janeiro,4,48.23
07/06/2024,Monitor,São Paulo,2,913.91
17/02/2024,Monitor,Curitiba,3,907.19
11/01/2024,Monitor,São Paulo,4,940.65
07/03/2024,Headset,São Paulo,5,206.9
31/03/2024,Teclado,São Paulo,4,146.02
28/01/2024,Mouse,Rio de Janeiro,4,50.06
01/03/2024,Mouse,Rio de Janeiro,5,51.65
23/06/2024,Teclado,Rio de Janeiro,4,155.64
06/02/2024,Mouse,Rio de Janeiro,4,49.3
14/04/2024,Headset,São Paulo,4,208.85
16/03/2024,Monitor,São Paulo,3,859.01
08/02/2024,Headset,São Paulo,5,202.18
21/03/2024,Teclado,Belo Horizonte,4,150.12
28/05/2024,Notebook,Salvador,3,2963.65
29/05/2024,Mouse,Belo Horizonte,5,49.41
15/06/2024,Mouse,São Paulo,4,52.18
27/02/2024,Monitor,Salvador,4,911.73
17/04/2024,Teclado,São Paulo,1,155.68
14/01/2024,Monitor,Belo Horizonte,7,901.83
22/03/2024,Mouse,Curitiba,5,48.97
03/03/2024,Teclado,Belo Horizonte,6,157.16
29/02/2024,Teclado,Belo Horizonte,1,144.23
02/03/2024,Teclado,Salvador,1,148.65
21/01/2024,Teclado,Rio de Janeiro,6,156.22
16/06/2024,Teclado,São Paulo,4,154.29
28/02/2024,Monitor,Curitiba,4,866.28
17/05/2024,Mouse,Salvador,3,50.87
19/06/2024,Mouse,São Paulo,7,48.93
21/03/2024,Mouse,Rio de Janeiro,5,50.03
07/02/2024,Monitor,Rio de Janeiro,4,924.54
16/02/2024,Headset,São Paulo,5,192.42
08/03/2024,Notebook,Belo Horizonte,7,2990.96
26/01/2024,Mouse,São Paulo,4,49.66
25/06/2024,Mouse,São Paulo,1,50.07
15/05/2024,Headset,Salvador,1,197.09
12/04/2024,Monitor,São Paulo,8,881.41
27/03/2024,Headset,Curitiba,6,201.83
06/06/2024,Mouse,Belo Horizonte,3,47.87
31/03/2024,Headset,Salvador,10,202.62
21/04/2024,Mouse,Rio de Janeiro,10,48.17
16/02/2024,Notebook,Rio de Janeiro,3,3096.03
10/05/2024,Mouse,Curitiba,5,50.47
04/04/2024,Monitor,Rio de Janeiro,3,883.84
15/02/2024,Teclado,Rio de Janeiro,2,156.67
25/01/2024,Mouse,Rio de Janeiro,6,47.74
12/05/2024,Headset,Rio de Janeiro,12,206.88
19/04/2024,Mouse,São Paulo,1,51.29
06/02/2024,Mouse,Salvador,3,51.91
23/02/2024,Teclado,São Paulo,1,155.69
21/03/2024,Mouse,São Paulo,5,48.09
11/03/2024,Teclado,São Paulo,6,145.04
07/03/2024,Headset,Belo Horizonte,3,208.49
19/06/2024,Mouse,São Paulo,2,50.26
10/05/2024,Notebook,São Paulo,4,3120.76
18/05/2024,Teclado,São Paulo,4,149.83
07/01/2024,Teclado,São Paulo,6,156.72
19/04/2024,Notebook,Rio de Janeiro,4,3099.31
16/03/2024,Headset,Belo Horizonte,9,208.38
31/01/2024,Teclado,Rio de Janeiro,5,146.45
05/02/2024,Headset,Belo Horizonte,3,192.33
31/03/2024,Headset,Belo Horizonte,12,194.45
20/01/2024,Teclado,Rio de Janeiro,6,146.64
10/06/2024,Notebook,Belo Horizonte,4,2872.23
25/06/2024,Teclado,Salvador,1,149.0
29/06/2024,Notebook,São Paulo,10,3102.43
18/06/2024,Headset,Rio de Janeiro,4,208.98
09/06/2024,Mouse,São Paulo,1,49.38
26/02/2024,Monitor,São Paulo,7,868.63
17/02/2024,Notebook,São Paulo,6,2909.57
23/01/2024,Headset,Curitiba,7,204.99
01/01/2024,Teclado,Rio de Janeiro,2,151.67
15/02/2024,Mouse,Belo Horizonte,6,50.57
10/06/2024,Monitor,Rio de Janeiro,5,898.58
17/06/2024,Headset,Curitiba,5,206.81
15/03/2024,Monitor,Rio de Janeiro,5,911.7
02/06/2024,Teclado,Rio de Janeiro,3,143.95
29/01/2024,Headset,Curitiba,2,205.28
17/04/2024,Headset,São Paulo,10,203.25
30/01/2024,Mouse,Salvador,7,50.8
29/03/2024,Monitor,Belo Horizonte,5,924.63
03/05/2024,Headset,Curitiba,3,202.02
24/06/2024,Mouse,São Paulo,4,50.04
14/04/2024,Mouse,Belo Horizonte,7,48.81
22/03/2024,Teclado,Curitiba,5,148.88
07/03/2024,Headset,São Paulo,3,204.56
27/03/2024,Monitor,São Paulo,2,895.29
26/02/2024,Monitor,São Paulo,5,873.56
09/06/2024,Mouse,Salvador,3,50.55
03/02/2024,Monitor,São Paulo,7,920.0
07/04/2024,Mouse,Belo Horizonte,9,52.06
21/05/2024,Mouse,São Paulo,3,48.55
17/05/2024,Mouse,São Paulo,5,50.18
28/02/2024,Mouse,São Paulo,3,49.37
15/04/2024,Mouse,Belo Horizonte,4,52.2
10/01/2024,Headset,Belo Horizonte,5,200.53
08/05/2024,Teclado,Rio de Janeiro,5,144.85
18/03/2024,Mouse,Rio de Janeiro,4,50.94
09/01/2024,Mouse,São Paulo,6,51.42
16/06/2024,Teclado,Curitiba,6,155.65
22/01/2024,Mouse,Rio de Janeiro,3,51.02
16/04/2024,Mouse,Belo Horizonte,2,50.21
08/02/2024,Mouse,Rio de Janeiro,5,49.46
04/06/2024,Headset,Belo Horizonte,3,198.5
06/01/2024,Teclado,Rio de Janeiro,7,144.0
16/06/2024,Monitor,São Paulo,9,893.66
26/02/2024,Headset,Rio de Janeiro,1,199.67
28/06/2024,Teclado,São Paulo,3,142.76
07/05/2024,Notebook,Salvador,3,3078.81
28/01/2024,Teclado,Rio de Janeiro,4,142.87
29/02/2024,Teclado,Rio de Janeiro,2,144.13
20/03/2024,Teclado,Curitiba,3,157.14
25/01/2024,Monitor,São Paulo,3,939.79
31/05/2024,Mouse,São Paulo,8,50.58
01/05/2024,Teclado,Curitiba,3,153.91
16/01/2024,Notebook,São Paulo,4,2943.44
27/03/2024,Headset,São Paulo,2,203.78
02/06/2024,Teclado,São Paulo,7,152.86
23/05/2024,Notebook,Rio de Janeiro,3,2943.9
15/06/2024,Mouse,Rio de Janeiro,6,49.91
22/05/2024,Headset,Salvador,6,191.63
27/01/2024,Teclado,São Paulo,6,144.41
04/01/2024,Mouse,Belo Horizonte,4,48.33
22/04/2024,Headset,São Paulo,4,207.71
06/05/2024,Mouse,Curitiba,5,49.94
20/05/2024,Teclado,São Paulo,7,144.26
16/03/2024,Notebook,Curitiba,9,2931.33
23/03/2024,Monitor,São Paulo,3,913.52
06/02/2024,Mouse,Belo Horizonte,5,51.51
05/04/2024,Teclado,São Paulo,2,149.44
25/03/2024,Headset,Belo Horizonte,4,207.05
04/02/2024,Mouse,Belo Horizonte,7,49.87
22/03/2024,Teclado,São Paulo,5,143.51
02/01/2024,Teclado,São Paulo,6,152.91
17/05/2024,Teclado,São Paulo,4,151.87
01/06/2024,Mouse,São Paulo,3,50.3
27/02/2024,Teclado,São Paulo,2,145.39
13/03/2024,Headset,Curitiba,5,201.69
19/03/2024,Teclado,Belo Horizonte,6,156.51
23/05/2024,Teclado,Belo Horizonte,3,143.66
09/02/2024,Mouse,São Paulo,5,48.39
24/05/2024,Mouse,Belo Horizonte,7,50.44
08/04/2024,Teclado,Belo Horizonte,4,151.38
11/03/2024,Headset,Belo Horizonte,4,202.32
01/05/2024,Mouse,São Paulo,4,48.66
25/02/2024,Mouse,Curitiba,4,48.23
12/02/2024,Teclado,São Paulo,5,143.67
14/01/2024,Mouse,Curitiba,4,49.63
30/04/2024,Teclado,Rio de Janeiro,2,144.26
23/05/2024,Teclado,Belo Horizonte,3,153.09
31/03/2024,Teclado,Rio de Janeiro,4,150.46
03/06/2024,Headset,Salvador,5,208.91
12/03/2024,Notebook,Curitiba,5,3018.15
05/05/2024,Monitor,São Paulo,6,865.82
21/04/2024,Monitor,São Paulo,7,932.95
29/04/2024,Notebook,São Paulo,5,2977.22
06/06/2024,Monitor,Salvador,2,939.55
07/04/2024,Teclado,Salvador,9,157.43
20/02/2024,Teclado,Rio de Janeiro,5,142.58
20/03/2024,Teclado,Salvador,2,156.24
08/05/2024,Headset,Rio de Janeiro,6,190.67
11/03/2024,Monitor,São Paulo,5,944.62
29/06/2024,Mouse,Rio de Janeiro,3,52.36
08/01/2024,Headset,Salvador,3,209.94
10/06/2024,Teclado,São Paulo,5,153.75
14/06/2024,Notebook,Curitiba,3,2861.46
08/01/2024,Monitor,Belo Horizonte,7,918.51
15/02/2024,Headset,São Paulo,5,198.39
31/01/2024,Mouse,Rio de Janeiro,7,47.81
25/01/2024,Headset,São Paulo,5,207.05
16/06/2024,Monitor,São Paulo,7,930.35
22/03/2024,Headset,São Paulo,3,209.73
03/04/2024,Teclado,Salvador,2,148.55
19/06/2024,Monitor,São Paulo,4,929.25
08/05/2024,Mouse,São Paulo,3,48.36
12/01/2024,Mouse,São Paulo,5,50.03
14/02/2024,Monitor,Curitiba,6,939.7
20/03/2024,Mouse,São Paulo,1,49.21
25/05/2024,Headset,São Paulo,9,208.61
23/01/2024,Mouse,São Paulo,4,51.15
17/02/2024,Teclado,Rio de Janeiro,6,142.8
13/02/2024,Notebook,São Paulo,6,2962.36
21/01/2024,Headset,Salvador,1,196.16
23/06/2024,Monitor,Salvador,6,872.2
03/02/2024,Teclado,São Paulo,3,146.81
12/03/2024,Mouse,São Paulo,3,48.63
18/02/2024,Mouse,São Paulo,6,52.4
07/03/2024,Monitor,São Paulo,2,899.09
28/05/2024,Teclado,Belo Horizonte,2,150.35
10/06/2024,Monitor,São Paulo,5,940.47
29/05/2024,Teclado,Rio de Janeiro,6,145.66
28/06/2024,Teclado,Rio de Janeiro,6,152.73
14/03/2024,Mouse,Belo Horizonte,3,50.02
09/03/2024,Mouse,Belo Horizonte,4,48.79
29/04/2024,Mouse,Salvador,4,50.09
10/06/2024,Mouse,São Paulo,6,50.43
05/04/2024,Monitor,Belo Horizonte,7,936.11
23/03/2024,Notebook,Rio de Janeiro,6,3110.8
03/01/2024,Mouse,Rio de Janeiro,2,49.18
26/01/2024,Mouse,São Paulo,3,48.31
19/05/2024,Mouse,São Paulo,4,51.55
26/04/2024,Monitor,Belo Horizonte,3,920.79
01/05/2024,Headset,São Paulo,3,197.46
27/03/2024,Teclado,Rio de Janeiro,3,143.1
29/02/2024,Notebook,Salvador,4,3002.09
17/04/2024,Teclado,São Paulo,5,151.16
31/05/2024,Mouse,Rio de Janeiro,4,52.11
01/06/2024,Headset,Salvador,4,193.97
25/05/2024,Notebook,São Paulo,4,2949.94
14/01/2024,Headset,São Paulo,9,205.32
29/03/2024,Teclado,São Paulo,4,142.51
07/02/2024,Mouse,São Paulo,3,49.04
17/02/2024,Mouse,São Paulo,3,47.95
03/03/2024,Mouse,Rio de Janeiro,9,51.38
02/01/2024,Teclado,São Paulo,3,149.56
24/06/2024,Teclado,São Paulo,3,149.58
06/04/2024,Headset,Belo Horizonte,9,205.26
25/01/2024,Teclado,São Paulo,3,156.53
12/04/2024,Notebook,Curitiba,4,3095.94
18/04/2024,Monitor,Rio de Janeiro,1,886.22
20/06/2024,Notebook,Rio de Janeiro,1,2916.51
04/06/2024,Mouse,São Paulo,2,49.31
08/05/2024,Headset,Rio de Janeiro,5,205.03
20/01/2024,Monitor,São Paulo,10,871.92
24/02/2024,Teclado,São Paulo,6,148.26
16/02/2024,Teclado,São Paulo,2,148.3
03/05/2024,Mouse,Salvador,1,49.61
11/02/2024,Teclado,Rio de Janeiro,1,144.1
22/01/2024,Teclado,Belo Horizonte,1,152.34
13/04/2024,Headset,São Paulo,3,196.38
27/05/2024,Teclado,Belo Horizonte,4,142.67
16/06/2024,Headset,Rio de Janeiro,9,205.43
18/03/2024,Teclado,Belo Horizonte,8,144.24
25/04/2024,Teclado,Belo Horizonte,1,153.18
16/05/2024,Headset,São Paulo,5,193.58
18/04/2024,Teclado,São Paulo,3,152.62
08/02/2024,Mouse,Salvador,3,51.04
07/03/2024,Mouse,Curitiba,5,51.14
26/04/2024,Teclado,Rio de Janeiro,1,143.1
05/05/2024,Teclado,São Paulo,6,151.49
04/04/2024,Mouse,São Paulo,2,48.98
07/01/2024,Teclado,São Paulo,6,147.85
05/01/2024,Teclado,São Paulo,7,143.03
29/01/2024,Teclado,São Paulo,4,153.58
04/03/2024,Mouse,Rio de Janeiro,6,48.13
07/02/2024,Monitor,Rio de Janeiro,3,879.72
27/04/2024,Monitor,São Paulo,3,929.3
14/05/2024,Monitor,São Paulo,5,884.39
10/01/2024,Mouse,Salvador,8,50.69
26/01/2024,Teclado,Salvador,3,143.68
12/06/2024,Notebook,Rio de Janeiro,5,2856.72
06/03/2024,Notebook,Belo Horizonte,5,2873.78
20/04/2024,Headset,Belo Horizonte,1,201.42
18/03/2024,Monitor,Rio de Janeiro,6,926.44
26/06/2024,Notebook,São Paulo,8,2991.88
21/04/2024,Mouse,Belo Horizonte,3,48.43
08/05/2024,Monitor,Rio de Janeiro,3,936.88
22/06/2024,Mouse,São Paulo,6,48.54
16/04/2024,Monitor,São Paulo,2,896.62
11/06/2024,Teclado,São Paulo,3,142.77
24/03/2024,Mouse,Rio de Janeiro,4,51.14
04/06/2024,Headset,Rio de Janeiro,2,202.7
25/03/2024,Teclado,Rio de Janeiro,8,150.86
28/03/2024,Teclado,São Paulo,1,149.17
28/04/2024,Headset,Rio de Janeiro,13,200.64
13/02/2024,Monitor,São Paulo,4,857.9
26/05/2024,Headset,Rio de Janeiro,6,201.23
29/03/2024,Mouse,Belo Horizonte,1,50.15
18/03/2024,Mouse,São Paulo,4,50.87
08/01/2024,Mouse,Rio de Janeiro,2,50.62
24/05/2024,Teclado,Salvador,4,142.85
13/03/2024,Monitor,Rio de Janeiro,2,876.12
17/05/2024,Mouse,Rio de Janeiro,2,51.75
25/01/2024,Teclado,São Paulo,6,144.16
15/03/2024,Mouse,São Paulo,5,51.39
12/04/2024,Monitor,São Paulo,10,874.6
02/06/2024,Mouse,Belo Horizonte,4,50.65
19/06/2024,Headset,Salvador,3,205.24
22/03/2024,Teclado,Rio de Janeiro,3,145.88
13/04/2024,Teclado,Rio de Janeiro,4,154.89
25/04/2024,Mouse,Curitiba,5,49.5
01/01/2024,Teclado,São Paulo,2,149.46
14/02/2024,Monitor,São Paulo,3,907.21
17/04/2024,Headset,Rio de Janeiro,3,202.73
07/06/2024,Mouse,Rio de Janeiro,4,50.02
21/01/2024,Monitor,Belo Horizonte,3,940.09
24/03/2024,Monitor,São Paulo,3,911.29
24/06/2024,Mouse,São Paulo,6,51.21
16/06/2024,Teclado,Rio de Janeiro,7,145.4
11/02/2024,Teclado,Belo Horizonte,12,146.09
30/04/2024,Headset,Salvador,2,196.45
16/03/2024,Mouse,São Paulo,4,50.39
27/04/2024,Mouse,Rio de Janeiro,9,52.45
15/02/2024,Headset,Rio de Janeiro,5,192.22
03/06/2024,Headset,Curitiba,6,208.18
03/03/2024,Teclado,Salvador,7,142.6
09/01/2024,Monitor,Rio de Janeiro,4,901.78
30/04/2024,Headset,São Paulo,5,198.34
07/03/2024,Headset,Rio de Janeiro,7,204.32
04/06/2024,Monitor,Rio de Janeiro,5,857.13
03/05/2024,Headset,São Paulo,7,206.23
11/01/2024,Teclado,Belo Horizonte,3,150.17
15/06/2024,Teclado,Belo Horizonte,7,144.05
08/03/2024,Notebook,Rio de Janeiro,1,3087.49
13/02/2024,Teclado,Belo Horizonte,4,144.63
03/03/2024,Notebook,São Paulo,3,2879.14
13/06/2024,Monitor,Rio de Janeiro,5,918.82
03/03/2024,Notebook,São Paulo,4,3056.76
25/03/2024,Notebook,Belo Horizonte,4,3020.47
01/06/2024,Mouse,São Paulo,7,50.11
07/01/2024,Mouse,São Paulo,9,49.31
15/03/2024,Teclado,Belo Horizonte,3,151.01
19/03/2024,Teclado,Rio de Janeiro,5,146.92
26/06/2024,Mouse,Rio de Janeiro,6,51.8
06/03/2024,Monitor,São Paulo,5,874.05
18/03/2024,Mouse,São Paulo,6,49.32
10/05/2024,Notebook,Salvador,2,2971.75
07/06/2024,Headset,Salvador,4,202.88
30/05/2024,Headset,São Paulo,6,197.49
04/05/2024,Monitor,Curitiba,3,898.38
03/05/2024,Headset,São Paulo,1,208.94
28/03/2024,Mouse,São Paulo,2,48.25
04/06/2024,Notebook,Belo Horizonte,3,3045.0
01/04/2024,Teclado,Rio de Janeiro,4,152.08
04/01/2024,Headset,Curitiba,2,205.66
14/05/2024,Headset,Belo Horizonte,3,197.27
09/01/2024,Teclado,São Paulo,3,147.44
18/01/2024,Mouse,Salvador,6,51.73
17/05/2024,Headset,Salvador,2,191.12
25/05/2024,Teclado,São Paulo,6,154.46
16/02/2024,Monitor,Belo Horizonte,3,877.06
25/06/2024,Notebook,São Paulo,5,3143.81
09/03/2024,Monitor,São Paulo,9,872.1
17/01/2024,Headset,São Paulo,4,196.06
23/02/2024,Mouse,Rio de Janeiro,4,50.41
28/04/2024,Mouse,Curitiba,6,47.76
11/06/2024,Mouse,Rio de Janeiro,3,49.71
01/05/2024,Mouse,Rio de Janeiro,4,48.57
04/05/2024,Mouse,São Paulo,10,49.65
29/01/2024,Notebook,Rio de Janeiro,3,3042.79
30/05/2024,Headset,Rio de Janeiro,2,199.13
01/01/2024,Mouse,Rio de Janeiro,4,48.85
10/06/2024,Mouse,Rio de Janeiro,2,50.07
14/06/2024,Mouse,Curitiba,5,48.75
11/03/2024,Monitor,Rio de Janeiro,6,911.33
29/01/2024,Headset,Salvador,3,199.75
22/03/2024,Headset,Rio de Janeiro,4,199.92
15/02/2024,Mouse,Rio de Janeiro,1,49.02
23/04/2024,Teclado,Belo Horizonte,2,154.84
19/02/2024,Notebook,Belo Horizonte,8,2913.96
08/05/2024,Teclado,Belo Horizonte,7,149.58
24/06/2024,Teclado,Rio de Janeiro,3,151.07
09/02/2024,Teclado,São Paulo,3,148.44
13/02/2024,Headset,Rio de Janeiro,4,193.14
12/05/2024,Headset,Belo Horizonte,7,205.77
09/03/2024,Mouse,São Paulo,6,52.17
18/03/2024,Teclado,São Paulo,5,153.4
21/03/2024,Teclado,Rio de Janeiro,2,148.4
16/04/2024,Mouse,Salvador,5,47.78
14/04/2024,Teclado,Curitiba,6,157.12
11/03/2024,Mouse,Belo Horizonte,5,48.54
06/03/2024,Mouse,São Paulo,5,49.11
07/04/2024,Teclado,Rio de Janeiro,7,145.49
